pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_5,245,38,207,63,144,0.1551020408163265,0.2087912087912088,0.0449938195302843,3.447185467593631,4.660762211486849,3.67437964668725e-12,24.091962106313943,True,4.454212691701815e-10,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,101,16,85,32,53,0.1584158415841584,0.2051282051282051,0.0449826989619377,3.5217060167555214,4.769639468690702,4.644719225800445e-06,245,3.447185467593631,3.67437964668725e-12,4.454212691701815e-10,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,620,79,33,508,541,0.1274193548387096,0.2762237762237762,0.1025089605734767,1.243006993006993,1.3847768044505169,0.0241264536674324,0.0686301048953869,-0.020573954929992,0.089204059825379,0.0,776185.5,2.9011582430420878e-09,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.4689417518897288,0.5662811039183407,1.2110252084392636,2.8644670050761425,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_5,245,38,207,63,144,0.1551020408163265,0.2087912087912088,0.0449938195302843,3.447185467593631,4.660762211486849,3.67437964668725e-12,24.091962106313943,True,4.454212691701815e-10,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,101,16,85,32,53,0.1584158415841584,0.2051282051282051,0.0449826989619377,3.5217060167555214,4.769639468690702,4.644719225800445e-06,245,3.447185467593631,3.67437964668725e-12,4.454212691701815e-10,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,620,79,33,508,541,0.1274193548387096,0.2762237762237762,0.1025089605734767,1.243006993006993,1.3847768044505169,0.0241264536674324,0.0686301048953869,-0.020573954929992,0.089204059825379,0.0,776185.5,2.9011582430420878e-09,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.4689417518897288,0.5662811039183407,1.2110252084392636,2.8644670050761425,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855,beam_5,242,38,204,60,144,0.1570247933884297,0.2087912087912088,0.0449938195302843,3.4899191717373537,4.733183551198257,2.4728886315012818e-12,24.183869819327455,True,3.1698409374819105e-10,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,29,53,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,242,3.4899191717373537,2.4728886315012818e-12,3.1698409374819105e-10,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,630,79,35,516,551,0.1253968253968254,0.2762237762237762,0.1025089605734767,1.2232767232767232,1.3527183776532783,0.036392782402345,0.0605551334849853,-0.0186317366937424,0.0791868701787278,0.0,780206.0,1.2445800018817749e-08,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.4750056727932837,0.5414705888545687,1.2360316286725228,2.811421319796955,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855,beam_5,242,38,204,60,144,0.1570247933884297,0.2087912087912088,0.0449938195302843,3.4899191717373537,4.733183551198257,2.4728886315012818e-12,24.183869819327455,True,3.1698409374819105e-10,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,29,53,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,242,3.4899191717373537,2.4728886315012818e-12,3.1698409374819105e-10,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,630,79,35,516,551,0.1253968253968254,0.2762237762237762,0.1025089605734767,1.2232767232767232,1.3527183776532783,0.036392782402345,0.0605551334849853,-0.0186317366937424,0.0791868701787278,0.0,780206.0,1.2445800018817749e-08,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.4750056727932837,0.5414705888545687,1.2360316286725228,2.811421319796955,True,True,,False
J1:ALA906 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,J1:ALA906|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_4,263,38,225,74,151,0.1444866920152091,0.2087912087912088,0.0449938195302843,3.211256424184181,4.26679012345679,3.449314865098677e-11,23.52902469678348,True,2.937333914874113e-09,True,J1:ALA906 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,holdout,42,114,16,98,38,60,0.1403508771929824,0.2051282051282051,0.0449826989619377,3.120107962213225,4.1026991441737986,2.3497054531756866e-05,263,3.211256424184181,3.449314865098677e-11,2.937333914874113e-09,J1:ALA906 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,654,82,33,539,572,0.1253822629969418,0.2867132867132867,0.1025089605734767,1.2231346635016358,1.3576717400246812,0.0324141568337893,0.06323933980982,-0.0203433264974556,0.0835826663072756,0.0,795777.5,4.287530998397866e-08,23,2,21,19,2,0.0869565217391304,0.3333333333333333,0.0057142857142857,15.217391304347826,24.357142857142858,0.0065305361934209,3.1836972046521117,0.6127188423577702,1.19043081726315,2.674407582938388,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,J1:ALA906:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_4,263,38,225,74,151,0.1444866920152091,0.2087912087912088,0.0449938195302843,3.211256424184181,4.26679012345679,3.449314865098677e-11,23.52902469678348,True,2.937333914874113e-09,True,J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,holdout,42,114,16,98,38,60,0.1403508771929824,0.2051282051282051,0.0449826989619377,3.120107962213225,4.1026991441737986,2.3497054531756866e-05,263,3.211256424184181,3.449314865098677e-11,2.937333914874113e-09,J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,654,82,33,539,572,0.1253822629969418,0.2867132867132867,0.1025089605734767,1.2231346635016358,1.3576717400246812,0.0324141568337893,0.06323933980982,-0.0203433264974556,0.0835826663072756,0.0,795777.5,4.287530998397866e-08,23,2,21,19,2,0.0869565217391304,0.3333333333333333,0.0057142857142857,15.217391304347826,24.357142857142858,0.0065305361934209,3.1836972046521117,0.6127188423577702,1.19043081726315,2.674407582938388,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,J1:ALA906:hydrophobic|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_4,263,38,225,74,151,0.1444866920152091,0.2087912087912088,0.0449938195302843,3.211256424184181,4.26679012345679,3.449314865098677e-11,23.52902469678348,True,2.937333914874113e-09,True,J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,holdout,42,115,17,98,38,60,0.1478260869565217,0.2179487179487179,0.0449826989619377,3.28628762541806,4.430578788892606,5.9652713078139805e-06,263,3.211256424184181,3.449314865098677e-11,2.937333914874113e-09,J1:ALA906:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,658,82,33,543,576,0.1246200607902735,0.2867132867132867,0.1025089605734767,1.2156991944225986,1.3454520697167756,0.0392672663274803,0.0628549061331645,-0.0203814940893833,0.0832364002225478,0.0,798503.5,4.922117534052302e-08,23,2,21,19,2,0.0869565217391304,0.3333333333333333,0.0057142857142857,15.217391304347826,24.357142857142858,0.0065305361934209,3.2340761090761085,0.6110978930393635,1.1872815293867929,2.723933649289098,True,True,,False
J1:ALA906 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,J1:ALA906|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_4,263,38,225,74,151,0.1444866920152091,0.2087912087912088,0.0449938195302843,3.211256424184181,4.26679012345679,3.449314865098677e-11,23.52902469678348,True,2.937333914874113e-09,True,J1:ALA906 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,holdout,42,115,17,98,38,60,0.1478260869565217,0.2179487179487179,0.0449826989619377,3.28628762541806,4.430578788892606,5.9652713078139805e-06,263,3.211256424184181,3.449314865098677e-11,2.937333914874113e-09,J1:ALA906 AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,4,658,82,33,543,576,0.1246200607902735,0.2867132867132867,0.1025089605734767,1.2156991944225986,1.3454520697167756,0.0392672663274803,0.0628549061331645,-0.0203814940893833,0.0832364002225478,0.0,798503.5,4.922117534052302e-08,23,2,21,19,2,0.0869565217391304,0.3333333333333333,0.0057142857142857,15.217391304347826,24.357142857142858,0.0065305361934209,3.2340761090761085,0.6110978930393635,1.1872815293867929,2.723933649289098,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889|J2:LEU855,beam_5,242,38,204,60,144,0.1570247933884297,0.2087912087912088,0.0449938195302843,3.4899191717373537,4.733183551198257,2.4728886315012818e-12,24.183869819327455,True,3.1698409374819105e-10,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,29,53,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,242,3.4899191717373537,2.4728886315012818e-12,3.1698409374819105e-10,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,634,79,35,520,555,0.1246056782334384,0.2762237762237762,0.1025089605734767,1.2155588890604665,1.340218479348914,0.0440457822759243,0.0601730821696227,-0.0186663039232299,0.0788393860928526,0.0,783028.0,1.4473841286446922e-08,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.5301583710407236,0.5398780282991141,1.2323962415293686,2.8644670050761416,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889|J2:LEU855,beam_5,242,38,204,60,144,0.1570247933884297,0.2087912087912088,0.0449938195302843,3.4899191717373537,4.733183551198257,2.4728886315012818e-12,24.183869819327455,True,3.1698409374819105e-10,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,29,53,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,242,3.4899191717373537,2.4728886315012818e-12,3.1698409374819105e-10,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855,5,634,79,35,520,555,0.1246056782334384,0.2762237762237762,0.1025089605734767,1.2155588890604665,1.340218479348914,0.0440457822759243,0.0601730821696227,-0.0186663039232299,0.0788393860928526,0.0,783028.0,1.4473841286446922e-08,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.5301583710407236,0.5398780282991141,1.2323962415293686,2.8644670050761416,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic,beam_4,274,42,232,72,160,0.1532846715328467,0.2307692307692307,0.0449938195302843,3.4067939359910167,4.695258620689655,3.1329587658715924e-13,25.60001053589736,True,5.4802705801556074e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,holdout,42,112,16,96,35,61,0.1428571428571428,0.2051282051282051,0.0449826989619377,3.1758241758241756,4.193548387096774,1.863139807730901e-05,274,3.4067939359910167,3.1329587658715924e-13,5.4802705801556074e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,654,81,38,535,573,0.1238532110091743,0.2832167832167832,0.1025089605734767,1.2082183871174696,1.3315540799387051,0.0464192015540662,0.0568727591816262,-0.0183940082714075,0.0752667674530338,0.0,800125.5,1.0442162960123228e-08,17,2,15,13,2,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.339796731765644,0.5717169083519174,1.2177777226863675,2.7425339366515833,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic,beam_4,274,42,232,72,160,0.1532846715328467,0.2307692307692307,0.0449938195302843,3.4067939359910167,4.695258620689655,3.1329587658715924e-13,25.60001053589736,True,5.4802705801556074e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,holdout,42,112,16,96,35,61,0.1428571428571428,0.2051282051282051,0.0449826989619377,3.1758241758241756,4.193548387096774,1.863139807730901e-05,274,3.4067939359910167,3.1329587658715924e-13,5.4802705801556074e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,654,81,38,535,573,0.1238532110091743,0.2832167832167832,0.1025089605734767,1.2082183871174696,1.3315540799387051,0.0464192015540662,0.0568727591816262,-0.0183940082714075,0.0752667674530338,0.0,800125.5,1.0442162960123228e-08,17,2,15,13,2,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.339796731765644,0.5717169083519174,1.2177777226863675,2.7425339366515833,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855,beam_5,247,38,209,65,144,0.1538461538461538,0.2087912087912088,0.0449938195302843,3.4192730346576505,4.613636363636363,4.766446722286798e-12,24.030378127752417,True,5.57133570107994e-10,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,101,15,86,32,54,0.1485148514851485,0.1923076923076923,0.0449826989619377,3.301599390708301,4.346622369878184,2.202402482319509e-05,247,3.4192730346576505,4.766446722286798e-12,5.57133570107994e-10,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,638,79,36,523,559,0.1238244514106583,0.2762237762237762,0.1025089605734767,1.207937830194883,1.3278974704657212,0.0450431129513505,0.056272277830472,-0.0176563803061264,0.0739286581365984,0.0,783316.5,3.817289018722399e-08,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.3851348364279397,0.5748798067062115,1.2101773000139606,2.797222222222222,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855,beam_5,247,38,209,65,144,0.1538461538461538,0.2087912087912088,0.0449938195302843,3.4192730346576505,4.613636363636363,4.766446722286798e-12,24.030378127752417,True,5.57133570107994e-10,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,101,15,86,32,54,0.1485148514851485,0.1923076923076923,0.0449826989619377,3.301599390708301,4.346622369878184,2.202402482319509e-05,247,3.4192730346576505,4.766446722286798e-12,5.57133570107994e-10,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855,5,638,79,36,523,559,0.1238244514106583,0.2762237762237762,0.1025089605734767,1.207937830194883,1.3278974704657212,0.0450431129513505,0.056272277830472,-0.0176563803061264,0.0739286581365984,0.0,783316.5,3.817289018722399e-08,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.3851348364279397,0.5748798067062115,1.2101773000139606,2.797222222222222,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,J1:ALA906:hydrophobic|J1:ARG879|J1:LEU1010:hydrophobic|J2:VAL863:hydrophobic,beam_4,178,31,147,22,125,0.1741573033707865,0.1703296703296703,0.0449938195302843,3.8706939128287448,5.189710321214578,2.2759408797758465e-11,21.969423107797475,True,2.086699744885244e-09,True,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,holdout,42,57,14,43,4,39,0.2456140350877192,0.1794871794871795,0.0449826989619377,5.460188933873144,8.205668604651162,7.040129551223451e-08,178,3.8706939128287448,2.2759408797758465e-11,2.086699744885244e-09,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,668,55,19,594,613,0.0823353293413173,0.1923076923076923,0.1025089605734767,0.8032012897282358,0.7344830264895518,0.0485312873172266,0.0379460702385348,-0.0129325127626221,0.050878583001157,0.0,760782.5,0.0036332619342149,2,2,0,0,0,1.0,0.3333333333333333,0.0057142857142857,175.0,inf,2.723682418629987e-05,4.256219312602291,0.2281865536774644,1.4843593136986195,2.8673780487804876,True,True,,False
J1:ALA906 AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,J1:ALA906|J1:ARG879|J1:LEU1010|J2:VAL863:hydrophobic,beam_4,178,31,147,22,125,0.1741573033707865,0.1703296703296703,0.0449938195302843,3.8706939128287448,5.189710321214578,2.2759408797758465e-11,21.969423107797475,True,2.086699744885244e-09,True,J1:ALA906 AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,holdout,42,57,14,43,4,39,0.2456140350877192,0.1794871794871795,0.0449826989619377,5.460188933873144,8.205668604651162,7.040129551223451e-08,178,3.8706939128287448,2.2759408797758465e-11,2.086699744885244e-09,J1:ALA906 AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,668,55,19,594,613,0.0823353293413173,0.1923076923076923,0.1025089605734767,0.8032012897282358,0.7344830264895518,0.0485312873172266,0.0379460702385348,-0.0129325127626221,0.050878583001157,0.0,760782.5,0.0036332619342149,2,2,0,0,0,1.0,0.3333333333333333,0.0057142857142857,175.0,inf,2.723682418629987e-05,4.256219312602291,0.2281865536774644,1.4843593136986195,2.8673780487804876,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,J1:ALA906:hydrophobic|J1:ARG879|J1:LEU1010|J2:VAL863:hydrophobic,beam_4,178,31,147,22,125,0.1741573033707865,0.1703296703296703,0.0449938195302843,3.8706939128287448,5.189710321214578,2.2759408797758465e-11,21.969423107797475,True,2.086699744885244e-09,True,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,holdout,42,57,14,43,4,39,0.2456140350877192,0.1794871794871795,0.0449826989619377,5.460188933873144,8.205668604651162,7.040129551223451e-08,178,3.8706939128287448,2.2759408797758465e-11,2.086699744885244e-09,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863:hydrophobic,4,668,55,19,594,613,0.0823353293413173,0.1923076923076923,0.1025089605734767,0.8032012897282358,0.7344830264895518,0.0485312873172266,0.0379460702385348,-0.0129325127626221,0.050878583001157,0.0,760782.5,0.0036332619342149,2,2,0,0,0,1.0,0.3333333333333333,0.0057142857142857,175.0,inf,2.723682418629987e-05,4.256219312602291,0.2281865536774644,1.4843593136986195,2.8673780487804876,True,True,,False
J1:ALA906 AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,J1:ALA906|J1:ARG879|J1:LEU1010:hydrophobic|J2:VAL863:hydrophobic,beam_4,178,31,147,22,125,0.1741573033707865,0.1703296703296703,0.0449938195302843,3.8706939128287448,5.189710321214578,2.2759408797758465e-11,21.969423107797475,True,2.086699744885244e-09,True,J1:ALA906 AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,holdout,42,57,14,43,4,39,0.2456140350877192,0.1794871794871795,0.0449826989619377,5.460188933873144,8.205668604651162,7.040129551223451e-08,178,3.8706939128287448,2.2759408797758465e-11,2.086699744885244e-09,J1:ALA906 AND J1:ARG879 AND J1:LEU1010:hydrophobic AND J2:VAL863:hydrophobic,4,668,55,19,594,613,0.0823353293413173,0.1923076923076923,0.1025089605734767,0.8032012897282358,0.7344830264895518,0.0485312873172266,0.0379460702385348,-0.0129325127626221,0.050878583001157,0.0,760782.5,0.0036332619342149,2,2,0,0,0,1.0,0.3333333333333333,0.0057142857142857,175.0,inf,2.723682418629987e-05,4.256219312602291,0.2281865536774644,1.4843593136986195,2.8673780487804876,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863,4,J1:ALA906:hydrophobic|J1:ARG879|J1:LEU1010|J2:VAL863,beam_4,180,31,149,22,127,0.1722222222222222,0.1703296703296703,0.0449938195302843,3.827686202686203,5.117294101960087,3.080479033012918e-11,21.903973672520884,True,2.6673324332911854e-09,True,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863,4,holdout,42,57,14,43,4,39,0.2456140350877192,0.1794871794871795,0.0449826989619377,5.460188933873144,8.205668604651162,7.040129551223451e-08,180,3.827686202686203,3.080479033012918e-11,2.6673324332911854e-09,J1:ALA906:hydrophobic AND J1:ARG879 AND J1:LEU1010 AND J2:VAL863,4,670,55,19,596,615,0.0820895522388059,0.1923076923076923,0.1025089605734767,0.8008036739380022,0.7313201703445605,0.0484073739210309,0.0378327983870765,-0.0129447132463604,0.050777511633437,0.0,762119.5,0.0037439387820317,2,2,0,0,0,1.0,0.3333333333333333,0.0057142857142857,175.0,inf,2.723682418629987e-05,4.220301850048686,0.2262609287519162,1.4897822586030447,2.832831325301205,True,True,,False
